gene_symbol,chronos_score,category,phylostrata,network_degree,median_tpm,n_go_terms
FOXF2,0.0386287054034499,Other,3,57,213.6216308383269,31
FOXG1,-0.0410485295965365,Other,3,24,1.8842363560251516,22
FOXH1,0.0058684453449681,Other,3,68,1.315511417879722,33
FOXI1,0.1300455552705527,Other,3,77,4.621014242547893,33
FOXI2,0.0140637291172001,Other,3,24,28.46035433890831,24
FOXI3,0.0508114185408704,Other,3,54,32.822279497452854,33
FOXJ1,-0.0048410966677952,Other,3,48,22.744517613693105,33
FOXJ2,-0.0644515894768247,Other,3,16,1.3376846683051566,28
FOXJ3,-0.032502650555124,Other,3,22,23.558073941388557,32
FOXK1,-0.2526145212416967,Other,3,42,38.82536724986844,32
FOXK2,0.0157483368141574,Other,3,30,7.701534232135468,24
FOXL1,-0.0309042171161015,Other,3,69,42.11154223892495,21
FOXL2,-0.2658911254844711,Other,3,87,35.50137393093049,32
FOXL2NB,-0.028634481666356,Other,3,26,7.291968068611871,33
FOXL3,0.0966284620725547,Other,3,30,34.705475716262555,30
FOXM1,-0.2528334828391771,Other,3,44,0.7187230733931467,34
FOXN1,-0.1499847530151878,Other,3,93,7.001635801233526,29
FOXN2,-0.0089356923670073,Other,3,87,13.092056400132382,23
FOXN3,-0.0337239461777708,Other,3,67,19.73385559224475,33
FOXN4,-0.1876121037451576,Other,3,83,22.01281185021708,29
FOXO1,-0.1439157230262783,Other,3,96,7.557995093834517,29
FOXO3,-0.3233403393177937,Other,3,95,32.85486809535165,30
FOXO3B,-0.2190745574238248,Other,3,20,28.17143855271482,29
FOXO4,-0.0415651382258345,Other,3,67,6.976716523641111,27
FOXP1,-0.0370143805662765,Other,3,37,22.71052172068544,26
FOXP2,0.016278451918706,Other,3,33,3.931861271408131,28
FOXP3,0.0808583498916072,Other,3,42,20.60166599233778,32
FOXP4,-0.0654657576076837,Other,3,63,111.92683575563088,33
FOXQ1,0.107356099193561,Other,3,75,1.621124492996958,31
FOXR1,0.0271127433780343,Other,3,55,10.27678989925162,37
FOXR2,0.0435765262813883,Other,3,80,25.25392879485834,39
FOXRED1,-0.2384219832839238,Other,3,96,11.94402341879874,33
FOXRED2,-0.1355124304371258,Other,3,15,6.373976267503356,28
FOXS1,-0.0877714393928813,Other,3,58,4.239645875224928,40
FPGS,-0.551535635625235,Other,3,87,2.716557789959785,34
FPGT,0.0230190556203056,Other,3,35,8.632827262681388,34
FPR1,0.0828884563591249,Other,3,68,5.509093838927082,24
FPR2,0.0447346546714064,Other,3,34,18.291548482188915,27
FPR3,0.0644008405418689,Other,3,69,21.85618297981236,38
FRA10AC1,0.0608469158647655,Other,3,87,14.920620708500476,37
FRAS1,0.1234346416671176,Other,3,32,2.7493522087048974,31
FRAT1,-0.1001110844887272,Other,3,98,10.329433309925417,31
FRAT2,-0.1557202049483539,Other,3,96,2.1662741640788443,33
FREM1,0.0295212965576287,Other,3,93,16.432807373759182,34
FREM2,-0.0086748171205929,Other,3,71,448.8473641204176,25
FREM3,-0.0627030955433976,Other,3,90,33.173315308158706,27
FREY1,-0.0937978644338161,Other,3,53,41.8033341351043,36
FRG1,-0.1906719105170896,Other,3,36,6.120469512287182,25
FRG2B,-0.1410118716329861,Other,3,94,21.261113512517984,36
FRG2C,-0.2689028009001739,Other,3,79,1.175339379717019,39
FRK,-0.0046727060067232,Other,3,91,8.817873935649574,41
FRMD1,0.0754623606302591,Other,3,29,8.160986860229961,33
FRMD3,0.1076534955550058,Other,3,32,79.19555914219868,32
FRMD4A,0.0384880887756348,Other,3,84,3.3104992223363032,34
FRMD4B,0.0278935011375021,Other,3,33,18.24740878749988,36
FRMD5,-0.0605896367901164,Other,3,15,13.356286988203845,40
FRMD6,0.0312868618326525,Other,3,21,10.093768260879129,29
FRMD7,0.0123813607970082,Other,3,45,1.4915856831529912,25
FRMD8,0.078367094373199,Other,3,82,62.17495623534439,23
FRMPD1,-0.0810024295225485,Other,3,96,4.540954723145314,32
FRMPD2,-0.0399846291460563,Other,3,17,11.962597732689144,25
FRMPD3,-0.1024154500858451,Other,3,23,88.56550846364605,38
FRMPD4,0.0706243693922415,Other,3,96,3.91517009322542,38
FRRS1,-0.0462204122083718,Other,3,15,186.9417335098728,21
FRRS1L,0.0495000665073057,Other,3,56,4.257402633732794,27
FRS2,-0.1059733771632611,Other,3,29,6.000840992750326,40
FRS3,-0.1629198974849589,Other,3,92,51.799383849396285,26
FRY,0.0155126297789386,Other,3,36,14.843166505298363,41
FRYL,0.1129095913442522,Other,3,70,51.661158529167686,38
FRZB,0.0083457871735145,Other,3,77,14.368952093196745,21
FSAF1,-0.6247781608161905,Other,3,25,28.643937292631783,21
FSBP,0.0145882165625676,Other,3,84,18.23577743762445,33
FSCB,-0.041356410309898,Other,3,47,3.433241456902364,31
FSCN1,-0.1193324270240998,Other,3,25,34.75899416117889,28
FSCN2,-0.1902466752612956,Other,3,61,2.6360962291650094,33
FSCN3,0.0033539353236265,Other,3,97,71.53148145292046,28
FSD1,-0.0070244607427266,Other,3,89,8.159884570620754,28
FSD1L,0.0584686203604099,Other,3,97,2.1490681180398594,30
FSD2,0.0143219894178674,Other,3,58,2.4605290610819326,29
FSHB,0.2021166710420521,Other,3,39,37.5894758623937,28
FSHR,0.0595397599429791,Other,3,71,20.14126110571368,30
FSIP1,0.0413320902833224,Other,3,79,76.26726159455563,27
FSIP2,-0.0692538038801262,Other,3,62,6.564362860700363,26
FST,-0.0287105201103969,Other,3,55,36.75338139466773,29
FSTL1,0.0375169233404973,Other,3,23,12.058044258974414,27
FSTL3,0.0840016288192058,Other,3,28,36.64008830801878,25
FSTL4,0.0368580522416376,Other,3,15,65.31846748945443,22
FSTL5,0.062010146534257,Other,3,19,114.13737808473682,32
FTCD,-0.2130321485157596,Other,3,81,3.0795407853011163,30
FTCDNL1,0.0390883739280355,Other,3,30,10.088258384349412,32
FTH1,-0.6996357223723406,Other,3,76,7.104689293511561,29
FTHL17,-0.0301292775115488,Other,3,92,88.36892418224384,30
FTL,0.0201310574782422,Other,3,88,11.932858521983649,19
FTMT,-0.0614097854153262,Other,3,84,14.284153218407486,27
FTO,-0.0374995913589275,Other,3,74,24.70708337967086,31
FTSJ1,0.0169602157586588,Other,2,33,2.771988152945948,29
FTSJ3,-0.86389512850967,Other,2,94,42.61027723265149,26
FUBP1,-0.3032708228575389,Other,3,85,2.8295105595997416,25
FUBP3,0.0815983507614555,Other,3,82,18.386825723630288,22
FUCA1,-0.0928483594058752,Other,3,66,6.070865860718604,25
FUCA2,-0.0207755710723708,Other,3,39,9.995218052698554,27
FUNDC1,0.0035436742608568,Other,3,97,16.949619819647317,29
FUNDC2,0.0119827976369568,Other,3,76,7.443730326937945,31
FUOM,0.0557812267938868,Other,3,62,22.21281535572487,25
FURIN,-0.21158024537527,Other,3,73,4.567218029805963,27
FUS,-0.0544109641400228,Other,3,35,71.97289405299745,21
FUT1,-0.092425365448887,Other,3,96,7.692521768002679,31
FUT10,0.0980655134762406,Other,3,54,11.31114144194732,19
FUT11,-0.1494019824749218,Other,3,82,7.425410229079891,41
FUT2,-0.1317864860575005,Other,3,13,10.999960219905756,26
FUT3,-0.0259331938650328,Other,3,85,24.54281242241629,24
FUT4,-0.1295353377159072,Other,3,36,19.144922369219472,29
FUT5,-0.0824547221327445,Other,3,56,29.502585863171745,23
FUT6,-0.0290680307816527,Other,3,99,1.9993763269328444,25
FUT7,-0.0371067367559853,Other,3,38,2.1984425908823035,36
FUT8,0.1135992110229006,Other,3,86,1.0183137633975108,38
FUT9,0.1151976731460829,Other,3,14,7.080055765614591,28
FUZ,-0.0116075324766366,Other,3,47,22.77167697190882,29
FXN,-0.6138212347986386,Other,3,48,1.7418051178422256,29
FXR1,-0.000263764940128,Other,3,50,5.089491310472623,33
FXR2,0.0301267752699384,Other,3,73,5.442950889159461,29
FXYD1,-0.0731511432353221,Other,3,50,63.45934805857522,35
FXYD2,0.0367937273998852,Other,3,35,4.1255948550609824,34
FXYD3,-0.0259039135864734,Other,3,51,5.768725507102706,26
FXYD4,-0.003234860404166,Other,3,11,3.990425002918445,31
FXYD5,-0.0173084142613074,Other,3,74,5.714345556550593,30
FXYD6,0.0944615903631144,Other,3,69,4.993128761898298,37
FXYD7,0.0846599276341512,Other,3,45,15.39670050673399,40
FYB1,0.1008366314524011,Other,3,39,8.59612653279893,24
FYB2,0.0170142232921294,Other,3,27,8.597556418329207,26
FYCO1,-0.0267387554330762,Other,3,20,3.3535922867813266,35
FYN,0.0603776863352832,Other,3,14,10.585632148682755,43
FYTTD1,-0.0208553212525495,Other,3,11,20.883219942357105,36
FZD1,0.0255042883807255,Other,3,58,25.607487825329518,35
FZD10,0.0643823572865438,Other,3,78,115.22213720562982,31
FZD2,-0.0459160182860148,Other,3,14,0.4018271921286345,31
FZD3,-0.0035181941849511,Other,3,37,26.53772635900516,31
FZD4,0.0817851181346424,Other,3,95,34.265536074555506,35
FZD5,-0.0859827624735175,Other,3,83,15.403760804654596,34
FZD6,0.1502264687045102,Other,3,62,22.562070219146992,33
FZD7,0.0888791672834292,Other,3,43,1.3613477852978408,38
FZD8,-0.0084459306465605,Other,3,35,19.16277939083355,27
FZD9,-0.0772695975715071,Other,3,35,18.82265798224524,31
FZR1,-0.2158579379979023,Other,3,50,15.99836282149456,32
G0S2,0.0638609457520663,Other,3,84,0.7106559790691509,36
G2E3,-0.0301468083783872,Other,3,30,15.59352531787914,30
G3BP1,-0.0576622505138908,Other,3,49,5.062126315932272,25
G3BP2,-0.0561750465514579,Other,3,25,1.7555411138545527,22
G6PC1,-0.1596794012744722,Other,3,57,5.3950683699862205,35
G6PC2,0.0323051121938474,Other,3,62,4.721020790036262,34
G6PC3,-0.0284341557142698,Other,3,18,69.3532522526884,29
G6PD,-0.1391686598726154,Other,3,36,2.0701725933152013,32
GAA,-0.1318761846935815,Other,3,75,4.3903505139810175,24
GAB1,-0.1379401722144343,Other,3,29,7.620173916620884,25
GAB2,-0.2134476603082593,Other,3,50,5.000777398844263,20
GAB3,0.0870129107060634,Other,3,40,2.9412716953165363,30
GAB4,-0.1925236902740909,Other,3,59,7.265197357366975,30
GABARAP,-0.1676663209761865,Other,6,94,8.504911665870777,29
GABARAPL1,0.0150763833253041,Other,6,72,2.809048367021168,32
GABARAPL2,0.0647952078200027,Other,6,62,11.528705810906592,32
GABBR1,-0.0412766093300073,Other,3,23,11.594807142556109,27
GABBR2,-0.0168291356375948,Other,3,75,1.3526429382093677,37
GABPA,-0.6797518611752869,Other,3,34,5.0237697073141865,27
GABPB1,-0.4960740807705309,Other,3,42,24.715657552999023,33
GABPB2,-0.2390485616505618,Other,3,84,24.934411957732195,29
GABRA1,0.09511999048144,Other,3,12,9.39904087531886,32
GABRA2,0.0591045558030448,Other,3,34,4.772247097611307,21
GABRA3,0.2643491846417393,Other,3,43,8.248804321979483,25
GABRA4,0.0341960867653554,Other,3,67,2.835507406601433,28
GABRA5,-0.1298246453903088,Other,3,78,253.3901689364663,24
GABRA6,0.069961676449338,Other,3,29,1.2197149419671782,40
GABRB1,0.0598452153503475,Other,3,25,15.346408746009311,39
GABRB2,0.0051393010461831,Other,3,53,7.065091517576596,30
GABRB3,-9.567126546026348e-05,Other,3,67,16.905139355771553,23
GABRD,-0.0639851351050449,Other,3,82,23.983037838311677,27
GABRE,0.1161588270666184,Other,3,66,20.767126139021595,41
GABRG1,0.1063207547251805,Other,3,43,6.211005431644852,23
GABRG2,0.0995203385034745,Other,3,44,1.8929064461565168,31
GABRG3,0.1059941471674318,Other,3,68,11.7527531233994,35
GABRP,0.0534436730143465,Other,3,83,10.036849448947123,34
GABRQ,0.056650824300541,Other,3,65,10.755318411705336,33
GABRR1,0.024959144857815,Other,3,31,14.332472498273296,21
GABRR2,-0.0373724715761383,Other,3,66,7.071018729538088,28
GABRR3,0.5386003043624978,Other,3,20,43.257209212934605,38
GAD1,-0.1210842311492084,Other,3,24,5.776811522127651,25
GAD2,0.1743489273567884,Other,3,92,3.317518072322301,28
GADD45A,0.071892265651106,Other,3,12,5.049738773524416,32
GADD45B,-0.0268872998770854,Other,3,55,10.991251583109406,36
GADD45G,-0.0260043455196322,Other,3,14,3.7129751558631385,38
GADD45GIP1,-0.2924446700220507,Other,3,88,5.992611562622032,27
GADL1,0.1238266494366975,Other,3,76,6.344122962936963,30
GAGE12H,-0.0924107413867766,Other,3,33,2.653702888416307,29
GAK,-0.4588071575610555,Other,3,38,21.619226197932488,23
GAL,-0.1415142161103617,Other,3,69,15.16209684783552,42
GAL3ST1,-0.0797004764864944,Other,3,31,164.30079775787743,31
GAL3ST2,0.0046098109259941,Other,3,25,4.654603984824897,26
GAL3ST3,-0.0160831466209346,Other,3,87,67.98861082675775,26
GAL3ST4,-0.205168465708396,Other,3,39,3.198185328811088,31
GALC,-0.0638095114691818,Other,3,42,4.314346170390826,28
GALE,-0.1515474661286422,Other,3,48,66.03266202569135,44
GALK1,-0.1483953765550843,Other,3,31,5.13985729675314,32
GALK2,-0.1052176410796337,Other,3,36,21.51522224548813,23
GALM,-0.019968554813818,Other,3,41,10.23491367074013,24
GALNS,0.0083046490154393,Other,3,59,3.158860529823909,27
GALNT1,0.019941442480565,Other,3,89,3.3387661107989954,31
GALNT10,0.0155306411779348,Other,3,51,17.75512824738773,25
GALNT11,0.0858746100679185,Other,3,71,3.49137078936424,36
GALNT12,-0.0398525738379555,Other,3,83,21.098761063190143,38
GALNT13,0.1070273042419806,Other,3,60,1.2282692796616443,46
GALNT14,-0.0216946024978387,Other,3,74,9.533749611339006,22
GALNT15,0.0152073723468671,Other,3,21,22.15836403916691,27
GALNT16,-0.0537764993085096,Other,3,63,13.004587194812212,35
GALNT17,0.0729833152232267,Other,3,67,13.238320748810237,35
GALNT18,-0.0255548589099381,Other,3,40,2.8244695989634434,28
GALNT2,-0.0623702523017364,Other,3,11,17.42721274388364,43
GALNT3,0.0792502087258598,Other,3,51,30.739000519335264,31
GALNT4,-0.0683590808798983,Other,3,76,25.222500833807736,34
GALNT5,0.0338015853835976,Other,3,83,96.95172242830668,28
GALNT6,-0.0333505182312135,Other,3,79,3.462713501711506,27
GALNT7,0.0915260933145918,Other,3,93,2.458209920969163,21
GALNT8,0.041107232687662,Other,3,63,3.161228925144779,32
GALNT9,-0.0662387042857657,Other,3,79,19.493894625319964,29
GALNTL5,-0.021556593774956,Other,3,93,15.628908842364508,28
GALNTL6,0.0177894894436841,Other,3,49,20.91082551831771,31
GALP,-0.2898760120265544,Other,3,13,10.160113498313915,31
GALR1,0.0855180177133376,Other,3,47,7.224097090024725,25
GALR2,-0.0279714629124675,Other,3,12,4.646391898213007,28
GALR3,0.0399927190482251,Other,3,21,1.7108636240204054,26
GALT,-0.0190494452419307,Other,3,23,6.077311017999243,38
GAMT,-0.0588223000406986,Other,3,95,7.96230488629059,29
GAN,-0.0608630259042579,Other,3,73,10.853654121010392,29
GANAB,-0.2080604048631606,Other,3,63,10.60985874890581,20
GANC,0.0222637003068767,Other,3,28,38.20402932058836,26
GAP43,0.1777259868375879,Other,3,48,10.6083815681734,26
GAPDH,-1.4872702891905882,Other,1,73,240.30419083790432,24
GAPDHS,0.0097767223279586,Other,1,192,467.14397764444254,36
GAPT,-0.081607248723434,Other,3,60,41.079710664215625,18
GAPVD1,-0.0531461109761,Other,3,21,31.17587354100889,24
GAR1,-0.518978504104597,Other,3,76,9.902329222303822,28
GAREM1,-0.0188512985451403,Other,3,54,16.41576169066826,33
GAREM2,-0.1246146745957827,Other,3,16,41.41969215015043,24
GARIN1A,-0.1185435168684419,Other,3,93,5.641289880106062,40
GARIN1B,0.1109547739101543,Other,3,55,15.980981053834665,38
GARIN2,0.1523074199420065,Other,3,71,652.9114996520755,28
GARIN3,-0.0372030324124523,Other,3,44,30.800947336978258,35
GARIN4,-0.0522334274430973,Other,3,85,2.968299138887218,31
GARIN5A,0.1052529318861488,Other,3,31,25.994870377464867,26
GARIN6,0.0526501588175598,Other,3,47,3.4536072209398188,32
GARNL3,0.0431927121133969,Other,3,88,58.70226049112564,22
GARRE1,0.0108230436896393,Other,3,15,3.421345354943309,31
GARS1,-1.2195579890342163,Other,3,63,16.12704717908555,39
GART,-0.3654051482966127,Other,3,24,29.75911886340073,32
GAS1,-0.2010305059008804,Other,3,64,14.072491553470238,32
GAS2,0.00770625476445,Other,3,32,47.31165051401061,32
GAS2L1,0.0975292224470339,Other,3,54,4.737562761924191,38
GAS2L2,-0.2514854122136722,Other,3,33,45.19618639154329,42
GAS2L3,0.1043103180453225,Other,3,28,0.8611814253781815,29
GAS6,-0.0546485651797119,Other,3,46,3.370359134954242,25
GAS7,-0.0556443258343812,Other,3,23,9.983775465236144,21
GAS8,-0.0061700109480016,Other,3,62,10.566479239498024,35
GASK1A,-0.0072920318211061,Other,3,35,8.084192102400964,26
GASK1B,-0.0345071999439701,Other,3,11,24.620184181877363,26
GAST,0.0388846687370039,Other,3,17,2.483007052726028,33
GATA1,-0.0005802991890355,Other,3,28,2.418183099063596,30
GATA2,0.0356142959708261,Other,3,79,3.0011324215010315,25
GATA3,-0.1358151874158684,Other,3,58,8.916514473220259,29
GATA4,0.0504975480680799,Other,3,58,6.385536803043594,37
GATA5,-0.042856791809284,Other,3,44,153.51401661486656,36
GATA6,0.0198273416098401,Other,3,49,7.039955371563285,28
GATAD1,-0.2237091888334436,Other,3,88,15.162552417081862,33
GATAD2A,-0.3669659718641635,Other,3,91,35.77697460838136,33
GATAD2B,-0.1531859242386086,Other,3,58,2.8617154616646245,23
GATB,-0.2944770517280048,Other,3,79,6.877650641816515,30
GATC,-0.3307106688034347,Other,3,88,16.935181624492856,33
GATD1,-0.13521069426215,Other,3,84,4.435175840762229,32
GATD3,-0.0679597580912551,Other,3,62,3.699574659055376,32
GATM,-0.0121759775453851,Other,3,86,8.303729426195952,35
GBA1,-0.066551988806204,Other,3,55,1.006257547112013,21
GBA2,-0.0291113612210381,Other,3,19,0.8924594682019266,33
GBE1,0.0030894038856504,Other,3,43,33.55535829218032,37
GBF1,-1.0116191937683163,Other,3,93,4.517039295961595,39
GBGT1,-0.0444038853446037,Other,3,80,2.300662178189152,31
GBP1,-0.0670896341146247,Other,3,98,2.700424520447422,31
GBP2,-0.0243518004535303,Other,3,34,10.084028010127494,34
GBP3,-0.05718938121906,Other,3,66,2.0258041876942494,36
GBP4,-0.135047398124216,Other,3,62,99.47110892906048,22
GBP5,-0.1318154971735851,Other,3,13,7.427711876895675,26
GBP6,-0.022887085671803,Other,3,98,5.601791013216443,35
GBP7,0.094456783209262,Other,3,35,2.2332916485329948,23
GBX1,0.0486942970417705,Other,3,19,12.227394053086517,29
GBX2,-0.0908454937828582,Other,3,82,1.4287014803720095,21
GC,0.08641829183701,Other,3,43,2.912101570437169,35
GCA,0.0209366061693022,Other,3,18,29.934405418237112,28
GCAT,-0.0897301322257591,Other,3,98,9.122105021941596,34
GCC1,-0.0186365989465162,Other,3,30,7.025125867001901,27
GCC2,0.0142189934977116,Other,3,67,10.199625375690925,28
GCDH,0.0254367613667802,Other,3,37,5.133910629911606,32
GCFC2,-0.060808273677359,Other,3,97,93.0342874863693,24
GCG,0.12435146073098,Other,3,83,1.3817343399326074,37
GCGR,0.0390336039217269,Other,3,31,10.49784305916418,22
GCH1,-0.0635276162029894,Other,3,93,7.281308544088406,28
GCHFR,-0.0383932506754446,Other,3,13,3.3854206713855373,35
GCK,0.0456677749663237,Other,3,82,123.762421033609,37
GCKR,0.0328608702083008,Other,3,30,38.64825736474562,29
GCLC,-0.0817138564017939,Other,3,33,8.232728155233318,38
GCLM,-0.0557183388799572,Other,3,57,41.44734081158412,36
GCM1,-0.0346399817699931,Other,3,50,2.6073531526094427,40
GCM2,0.0091904558510743,Other,3,87,27.572421858023347,20
GCN1,-0.5410281074227399,Other,3,39,88.37424825968066,23
GCNA,-0.0447371010137157,Other,3,33,3.3367921496276667,35
GCNT1,0.0829061979855589,Other,3,61,43.31941484454416,26
GCNT2,-0.0296652073195789,Other,3,29,8.27969902168163,28
GCNT3,-0.0597234650593913,Other,3,13,24.885974321841367,36
GCNT4,0.0358441740098813,Other,3,36,1.5036064479548272,28
GCSAM,0.0141181527473333,Other,3,20,14.272050774118211,38
GCSAML,-0.0281798377296599,Other,3,21,12.418360996235904,36
GCSH,-0.4202925739316861,Other,3,79,118.36009662787215,30
GDA,0.0237917814953262,Other,3,10,23.670211751616343,31
GDAP1,-0.0627681008708631,Other,3,28,48.52954501632802,24
GDAP1L1,0.0753052254497338,Other,3,76,9.445755451270228,39
GDAP2,-0.0546983719381836,Other,3,29,19.15679285407725,28
GDE1,-0.1420846389125491,Other,3,34,16.06794845898485,24
GDF1,-0.1988108453789949,Other,3,21,28.610638250216617,36
GDF10,0.0506203723463983,Other,3,57,1.478619928260804,29
GDF11,-0.1059603195339048,Other,3,77,14.862058825582734,28
GDF15,0.0999616124827839,Other,3,56,2.9597789199596183,25
GDF2,-0.0373010993740835,Other,3,93,0.3051350905731842,40
GDF3,0.00799240657766,Other,3,12,16.302088368584872,22
GDF5,-0.0777777362233714,Other,3,11,1.162973452821203,34
GDF6,0.0171880615413442,Other,3,61,16.564385546513453,34
GDF7,0.0367290046520837,Other,3,15,18.75115447879864,21
GDF9,-0.0362874625420903,Other,3,32,13.41409455902911,38
GDI1,0.1075112480425483,Other,3,65,3.5110708317084542,30
GDI2,-0.1217153918913689,Other,3,28,122.77402770165898,31
GDNF,0.0164864728622071,Other,3,73,11.717944772683026,24
GDPD1,-0.0852054484416098,Other,3,66,7.677256859408336,31
GDPD2,-0.0732378657895584,Other,3,12,7.0254623066666815,28
GDPD3,-0.0090554525590208,Other,3,78,5.462990883529734,26
GDPD4,0.0088560128869968,Other,3,99,14.073946811293052,31
GDPD5,-0.0867624835608216,Other,3,23,4.4845456613347086,42
GDPGP1,0.0758427226868771,Other,3,35,6.728815036058273,24
GEM,0.1208699515964096,Other,3,23,10.738392651665905,28
GEMIN2,-0.744271512454986,Other,3,67,74.49205417134857,28
GEMIN4,-0.8343127871421039,Other,3,16,1.964096339615771,26
GEMIN5,-1.7951596158612604,Other,3,30,3.16743505145216,33
GEMIN6,-0.897123050768882,Other,3,16,0.8688218025156061,26
GEMIN7,-0.7439260847874627,Other,3,58,280.10652271304696,39
GEMIN8,-0.6863268037312454,Other,3,52,22.33716459668936,32
GEN1,-0.0800763355663285,Other,3,40,1.4909807641617658,37
GET1,-0.4818757420708538,Other,3,49,15.523637918414426,25
GET3,-0.709274704569803,Other,3,71,1.625096970264825,25
GET4,-0.3137116628739929,Other,3,77,51.95437945521817,29
GFAP,-0.0989376528700818,Other,3,60,2.224154375287084,38
GFER,-0.72348228876227,Other,3,99,21.514443923854685,29
GFI1,-0.0139105421916898,Other,3,88,37.90941812171203,23
GFI1B,-0.0903976770877529,Other,3,96,17.865438493743536,41
GFM1,-0.4882930980649335,Other,3,66,2.9051342809030136,21
GFM2,-0.1909793171968926,Other,3,66,6.378682710543772,33
GFOD1,0.0910761736357912,Other,3,70,1.8493714540761328,39
GFOD2,-0.1200243070212776,Other,3,21,6.3141827567423725,26
GFPT1,-0.565963130405032,Other,3,43,5.961432610947547,34
GFPT2,-0.0553704230439723,Other,3,94,9.688345610884918,30
GFRA1,0.016795873637117,Other,3,18,72.30765379794316,20
GFRA2,0.0546403787243451,Other,3,60,29.760164907864947,28
GFRA3,-0.0093231382754498,Other,3,92,19.93732887110852,29
GFRA4,0.0355302669820879,Other,3,78,3.929742867710428,33
GFRAL,0.1327033367315754,Other,3,20,2.527372713462707,24
GFUS,-0.1374951880481263,Other,3,42,4.023748940814246,37
GFY,0.0069789019586538,Other,3,56,6.573855410099204,32
GGA1,-0.0644159518049282,Other,3,62,3.303892950023421,28
GGA2,0.0528771008771707,Other,3,68,5.3773243263199895,41
GGA3,-0.0717257132389205,Other,3,79,15.296006938915056,28
GGACT,-0.0651892352967012,Other,3,31,21.988584184073968,19
GGCT,-0.0577273088730068,Other,3,37,64.89981087153136,23
GGCX,-0.2357217940366826,Other,3,85,4.74879342915795,21
GGH,0.0628444820677306,Other,3,77,1.7763521578513288,27
GGN,-0.2445960976626195,Other,3,81,18.16016935000314,36
GGNBP2,-0.2543569482470825,Other,3,36,4.731619718848964,31
GGPS1,-1.4506699858038996,Other,3,31,31.83077294457433,39
GGT1,-0.1685670809832153,Other,3,37,223.94791816622933,45
GGT5,-0.0747659019798631,Other,3,21,39.09409107785391,22
GGT6,-0.029201363958591,Other,3,83,16.868335323677684,33
GGT7,-0.0712109943958906,Other,3,70,30.45514702120192,41
GGTLC1,-0.2501939547421258,Other,3,41,19.413597072684844,33
GGTLC2,-1.133711219786989,Other,3,45,44.926073335449246,35
GH1,0.0552264163722012,Other,3,16,108.3058373151735,27
GH2,-0.1095426354339875,Other,3,11,7.444505099137269,25
GHDC,0.0305017066604413,Other,3,48,24.29443871895178,33
GHITM,0.000769475281519,Other,3,32,1.1893581580524062,30
GHR,0.137588372845487,Other,3,15,11.473854117374138,32
GHRH,0.0614643633243253,Other,3,32,1.924928775430096,32
GHRHR,0.0260935027329192,Other,3,92,15.097297382298272,35
GHRL,0.0930104124817497,Other,3,68,55.02392088720215,33
GHSR,0.0700432850228779,Other,3,97,1.401217860276664,43
GID4,-0.1991659522034021,Other,3,98,89.26806740524576,34
GID8,-0.1079899234539286,Other,3,50,29.14085565187777,30
GIGYF1,-0.1425246700547897,Other,3,79,4.130365427498713,32
GIGYF2,-0.2020729884526164,Other,3,78,6.31820782843704,29
GIMAP1,0.0031452861980435,Other,3,55,2.7412115623870785,35
GIMAP2,0.130676851064428,Other,3,81,10.38363238541082,21
GIMAP4,0.2099525460141854,Other,3,18,11.22944476338505,30
GIMAP5,0.146386346917201,Other,3,19,2.124419848387437,29
GIMAP6,0.029079333893759,Other,3,78,0.8167228410168225,39
GIMAP7,0.1733274366291304,Other,3,34,2.6262010077588016,36
GIMAP8,0.0068829702105193,Other,3,92,5.597796173060577,23
GIMD1,0.0128337824992139,Other,3,58,2.2505829573248115,25
GIN1,0.0786266186690348,Other,3,28,9.779200041732103,31
GINM1,0.040709142263107,Other,3,93,1.1627693746038996,47
GINS1,-2.303512900542384,Other,3,43,11.186351688627692,28
GINS2,-2.5440540520075343,Other,3,32,4.627685171321318,21
GINS3,-1.2337099986794755,Other,3,72,3.585029528146123,26
GINS4,-1.2295297383134,Other,3,50,25.35962274741292,29
GIP,-0.1343402841176719,Other,3,48,1.5086467063983693,39
GIPC1,0.0071828452188731,Other,3,75,12.293586313630634,37
GIPC2,-0.0137457529567185,Other,3,89,41.74640600913233,26
GIPC3,-0.0956281865503505,Other,3,72,38.86893040768653,36
GIPR,-0.0121450056518846,Other,3,13,1.309577405632541,30
GIT1,-0.1234665786939412,Other,3,65,9.375563216857204,28
GIT2,-0.0753461521540506,Other,3,22,47.45839638260214,39
GJA1,-0.1235353042361641,Other,3,38,25.37265310415293,34
GJA10,-0.0221133312334958,Other,3,57,12.054257044222387,32
GJA3,-0.321332523811789,Other,3,70,17.066670712032888,36
GJA4,-0.0490871685427878,Other,3,31,7.186875129438987,32
GJA5,-0.1419685645721362,Other,3,57,0.4960288783052424,29
GJA8,0.0095906366647619,Other,3,92,5.804576857406283,33
GJA9,-0.0963156924555876,Other,3,46,5.361164995766054,27
GJB1,0.0952657458176177,Other,3,48,6.861420471996868,23
GJB2,-0.0305338271588097,Other,3,46,2.721442051533818,28
GJB3,-0.0983716805466399,Other,3,37,7.600377492502727,30
GJB4,-0.0844174596397085,Other,3,95,17.97646870956404,39
GJB5,-0.0061084755987127,Other,3,87,8.026553243556153,34
GJB6,-0.0368448179424507,Other,3,96,13.28971200047658,30
GJB7,0.0628391246857532,Other,3,64,4.911510787790156,24
